1.52 , 1 , 3.47948 , 2.00704 , 1.44464 , 0.414702 , 0.405153
1.5235 , 1 , 3.47912 , 2.00704 , 1.44459 , 0.352728 , 0.448065
1.527 , 1 , 3.47877 , 2.00704 , 1.44455 , 0.286298 , 0.494064
1.5305 , 1 , 3.47843 , 2.00704 , 1.44451 , 0.218373 , 0.541101
1.534 , 1 , 3.47801 , 2.00704 , 1.44447 , 0.153164 , 0.586261
1.5375 , 1 , 3.47766 , 2.00704 , 1.44443 , 0.0971238 , 0.625075
1.541 , 1 , 3.47731 , 2.00704 , 1.44439 , 0.0561656 , 0.65345
1.5445 , 1 , 3.47696 , 2.00704 , 1.44434 , 0.0352283 , 0.667965
1.548 , 1 , 3.47661 , 2.00704 , 1.4443 , 0.0364737 , 0.667122
1.5515 , 1 , 3.47626 , 2.00704 , 1.44426 , 0.0586034 , 0.651819
1.555 , 1 , 3.47592 , 2.00704 , 1.44422 , 0.0974271 , 0.624956
1.5585 , 1 , 3.47559 , 2.00704 , 1.44418 , 0.147297 , 0.590443
1.562 , 1 , 3.47525 , 2.00704 , 1.44413 , 0.202611 , 0.552157
1.5655 , 1 , 3.47492 , 2.00704 , 1.44409 , 0.258799 , 0.513264
1.569 , 1 , 3.47459 , 2.00704 , 1.44405 , 0.312669 , 0.475974
1.5725 , 1 , 3.47427 , 2.00704 , 1.44401 , 0.362263 , 0.441643
1.576 , 1 , 3.47395 , 2.00704 , 1.44397 , 0.406709 , 0.410876
1.5795 , 1 , 3.47363 , 2.00704 , 1.44392 , 0.445686 , 0.383894
1.583 , 1 , 3.47331 , 2.00704 , 1.44388 , 0.479302 , 0.360624
1.5865 , 1 , 3.473 , 2.00704 , 1.44384 , 0.507864 , 0.340852
1.59 , 1 , 3.47269 , 2.00704 , 1.4438 , 0.531769 , 0.324305
