1.52 , 1 , 2.00704 , 1.44464 , 0.0524002 , 0.655944
1.5235 , 1 , 2.00704 , 1.44459 , 0.0488441 , 0.658424
1.527 , 1 , 2.00704 , 1.44455 , 0.0456216 , 0.660674
1.5305 , 1 , 2.00704 , 1.44451 , 0.0427463 , 0.662683
1.534 , 1 , 2.00704 , 1.44447 , 0.0402297 , 0.664445
1.5375 , 1 , 2.00704 , 1.44443 , 0.0380811 , 0.665952
1.541 , 1 , 2.00704 , 1.44439 , 0.0363077 , 0.667199
1.5445 , 1 , 2.00704 , 1.44434 , 0.0349145 , 0.668182
1.548 , 1 , 2.00704 , 1.4443 , 0.0339044 , 0.668901
1.5515 , 1 , 2.00704 , 1.44426 , 0.033278 , 0.669354
1.555 , 1 , 2.00704 , 1.44422 , 0.0330336 , 0.669543
1.5585 , 1 , 2.00704 , 1.44418 , 0.0331676 , 0.66947
1.562 , 1 , 2.00704 , 1.44413 , 0.0336743 , 0.669138
1.5655 , 1 , 2.00704 , 1.44409 , 0.0345461 , 0.668554
1.569 , 1 , 2.00704 , 1.44405 , 0.0357734 , 0.667724
1.5725 , 1 , 2.00704 , 1.44401 , 0.037345 , 0.666655
1.576 , 1 , 2.00704 , 1.44397 , 0.0392484 , 0.665356
1.5795 , 1 , 2.00704 , 1.44392 , 0.0414693 , 0.663838
1.583 , 1 , 2.00704 , 1.44388 , 0.0439926 , 0.662109
1.5865 , 1 , 2.00704 , 1.44384 , 0.0468017 , 0.660183
1.59 , 1 , 2.00704 , 1.4438 , 0.0498794 , 0.658071
