1.52 , 1 , 3.47948 , 1.44464 , 2.00704 , 0.210998 , 0.393117
1.52035 , 1 , 3.47945 , 1.44463 , 2.00704 , 0.239704 , 0.378815
1.5207 , 1 , 3.47941 , 1.44463 , 2.00704 , 0.266424 , 0.365501
1.52105 , 1 , 3.47937 , 1.44462 , 2.00704 , 0.290562 , 0.353475
1.5214 , 1 , 3.47934 , 1.44462 , 2.00704 , 0.311707 , 0.342939
1.52175 , 1 , 3.4793 , 1.44461 , 2.00704 , 0.329599 , 0.334025
1.5221 , 1 , 3.47927 , 1.44461 , 2.00704 , 0.344083 , 0.326808
1.52245 , 1 , 3.47923 , 1.44461 , 2.00704 , 0.355071 , 0.321333
1.5228 , 1 , 3.4792 , 1.4446 , 2.00704 , 0.362521 , 0.317621
1.52315 , 1 , 3.47916 , 1.4446 , 2.00704 , 0.36641 , 0.315684
1.5235 , 1 , 3.47912 , 1.44459 , 2.00704 , 0.366723 , 0.315528
1.52385 , 1 , 3.47909 , 1.44459 , 2.00704 , 0.363448 , 0.31716
1.5242 , 1 , 3.47905 , 1.44459 , 2.00704 , 0.356571 , 0.320586
1.52455 , 1 , 3.47902 , 1.44458 , 2.00704 , 0.346086 , 0.32581
1.5249 , 1 , 3.47898 , 1.44458 , 2.00704 , 0.332005 , 0.332826
1.52525 , 1 , 3.47895 , 1.44457 , 2.00704 , 0.314379 , 0.341608
1.5256 , 1 , 3.47891 , 1.44457 , 2.00704 , 0.293325 , 0.352098
1.52595 , 1 , 3.47888 , 1.44457 , 2.00704 , 0.269068 , 0.364184
1.5263 , 1 , 3.47884 , 1.44456 , 2.00704 , 0.241988 , 0.377677
1.52665 , 1 , 3.47881 , 1.44456 , 2.00704 , 0.212669 , 0.392285
1.527 , 1 , 3.47877 , 1.44455 , 2.00704 , 0.181952 , 0.407589
1.52735 , 1 , 3.47874 , 1.44455 , 2.00704 , 0.150973 , 0.423025
1.5277 , 1 , 3.4787 , 1.44454 , 2.00704 , 0.121157 , 0.43788
1.52805 , 1 , 3.47867 , 1.44454 , 2.00704 , 0.0941715 , 0.451326
1.5284 , 1 , 3.47863 , 1.44454 , 2.00704 , 0.0717915 , 0.462476
1.52875 , 1 , 3.4786 , 1.44453 , 2.00704 , 0.0557061 , 0.470491
1.5291 , 1 , 3.47856 , 1.44453 , 2.00704 , 0.0472749 , 0.474692
1.52945 , 1 , 3.47853 , 1.44452 , 2.00704 , 0.0472986 , 0.47468
1.5298 , 1 , 3.47849 , 1.44452 , 2.00704 , 0.0558694 , 0.470409
1.53015 , 1 , 3.47846 , 1.44452 , 2.00704 , 0.07235 , 0.462198
1.5305 , 1 , 3.47843 , 1.44451 , 2.00704 , 0.0954901 , 0.450669
1.53085 , 1 , 3.47839 , 1.44451 , 2.00704 , 0.123641 , 0.436643
1.5312 , 1 , 3.4783 , 1.4445 , 2.00704 , 0.156487 , 0.420277
1.53155 , 1 , 3.47826 , 1.4445 , 2.00704 , 0.189397 , 0.40388
1.5319 , 1 , 3.47823 , 1.44449 , 2.00704 , 0.222204 , 0.387534
1.53225 , 1 , 3.47819 , 1.44449 , 2.00704 , 0.253695 , 0.371844
1.5326 , 1 , 3.47816 , 1.44449 , 2.00704 , 0.282961 , 0.357262
1.53295 , 1 , 3.47812 , 1.44448 , 2.00704 , 0.309368 , 0.344105
1.5333 , 1 , 3.47808 , 1.44448 , 2.00704 , 0.332504 , 0.332577
1.53365 , 1 , 3.47805 , 1.44447 , 2.00704 , 0.352126 , 0.322801
1.534 , 1 , 3.47801 , 1.44447 , 2.00704 , 0.368104 , 0.31484
1.53435 , 1 , 3.47798 , 1.44447 , 2.00704 , 0.380381 , 0.308723
1.5347 , 1 , 3.47794 , 1.44446 , 2.00704 , 0.38894 , 0.304458
1.53505 , 1 , 3.47791 , 1.44446 , 2.00704 , 0.393778 , 0.302048
1.5354 , 1 , 3.47787 , 1.44445 , 2.00704 , 0.394893 , 0.301492
1.53575 , 1 , 3.47784 , 1.44445 , 2.00704 , 0.392274 , 0.302797
1.5361 , 1 , 3.4778 , 1.44444 , 2.00704 , 0.385898 , 0.305974
1.53645 , 1 , 3.47776 , 1.44444 , 2.00704 , 0.375734 , 0.311038
1.5368 , 1 , 3.47773 , 1.44444 , 2.00704 , 0.361756 , 0.318002
1.53715 , 1 , 3.47769 , 1.44443 , 2.00704 , 0.343964 , 0.326868
1.5375 , 1 , 3.47766 , 1.44443 , 2.00704 , 0.322406 , 0.337608
1.53785 , 1 , 3.47762 , 1.44442 , 2.00704 , 0.297231 , 0.350152
1.5382 , 1 , 3.47759 , 1.44442 , 2.00704 , 0.268734 , 0.364351
1.53855 , 1 , 3.47755 , 1.44442 , 2.00704 , 0.237423 , 0.379951
1.5389 , 1 , 3.47752 , 1.44441 , 2.00704 , 0.204091 , 0.396558
1.53925 , 1 , 3.47748 , 1.44441 , 2.00704 , 0.169879 , 0.413605
1.5396 , 1 , 3.47745 , 1.4444 , 2.00704 , 0.136297 , 0.430337
1.53995 , 1 , 3.47741 , 1.4444 , 2.00704 , 0.105205 , 0.445828
1.5403 , 1 , 3.47738 , 1.44439 , 2.00704 , 0.0786784 , 0.459045
1.54065 , 1 , 3.47734 , 1.44439 , 2.00704 , 0.0587943 , 0.468952
1.541 , 1 , 3.47731 , 1.44439 , 2.00704 , 0.0473208 , 0.474669
1.54135 , 1 , 3.47727 , 1.44438 , 2.00704 , 0.0454047 , 0.475623
1.5417 , 1 , 3.47724 , 1.44438 , 2.00704 , 0.0533392 , 0.47167
1.54205 , 1 , 3.4772 , 1.44437 , 2.00704 , 0.0704977 , 0.463121
1.5424 , 1 , 3.47717 , 1.44437 , 2.00704 , 0.0954601 , 0.450684
1.54275 , 1 , 3.47713 , 1.44437 , 2.00704 , 0.126283 , 0.435326
1.5431 , 1 , 3.4771 , 1.44436 , 2.00704 , 0.160827 , 0.418115
1.54345 , 1 , 3.47706 , 1.44436 , 2.00704 , 0.197041 , 0.400071
1.5438 , 1 , 3.47703 , 1.44435 , 2.00704 , 0.233158 , 0.382076
1.54415 , 1 , 3.47699 , 1.44435 , 2.00704 , 0.267784 , 0.364824
1.5445 , 1 , 3.47696 , 1.44434 , 2.00704 , 0.299907 , 0.348819
1.54485 , 1 , 3.47692 , 1.44434 , 2.00704 , 0.328849 , 0.334398
1.5452 , 1 , 3.47689 , 1.44434 , 2.00704 , 0.354197 , 0.321769
1.54555 , 1 , 3.47685 , 1.44433 , 2.00704 , 0.375729 , 0.311041
1.5459 , 1 , 3.47682 , 1.44433 , 2.00704 , 0.393351 , 0.302261
1.54625 , 1 , 3.47678 , 1.44432 , 2.00704 , 0.407045 , 0.295437
1.5466 , 1 , 3.47675 , 1.44432 , 2.00704 , 0.416829 , 0.290563
1.54695 , 1 , 3.47671 , 1.44432 , 2.00704 , 0.42273 , 0.287623
1.5473 , 1 , 3.47668 , 1.44431 , 2.00704 , 0.424763 , 0.28661
1.54765 , 1 , 3.47664 , 1.44431 , 2.00704 , 0.422924 , 0.287526
1.548 , 1 , 3.47661 , 1.4443 , 2.00704 , 0.417184 , 0.290386
1.54835 , 1 , 3.47657 , 1.4443 , 2.00704 , 0.407493 , 0.295214
1.5487 , 1 , 3.47654 , 1.44429 , 2.00704 , 0.393787 , 0.302043
1.54905 , 1 , 3.47651 , 1.44429 , 2.00704 , 0.376008 , 0.310902
1.5494 , 1 , 3.47647 , 1.44429 , 2.00704 , 0.354134 , 0.3218
