1450 , 0.999986 , 1.41779e-05
1450.1 , 0.999986 , 1.41978e-05
1450.2 , 0.999986 , 1.42178e-05
1450.3 , 0.999986 , 1.42378e-05
1450.4 , 0.999986 , 1.42579e-05
1450.5 , 0.999986 , 1.42781e-05
1450.6 , 0.999986 , 1.42983e-05
1450.7 , 0.999986 , 1.43186e-05
1450.8 , 0.999986 , 1.4339e-05
1450.9 , 0.999986 , 1.43595e-05
1451 , 0.999986 , 1.438e-05
1451.1 , 0.999986 , 1.44006e-05
1451.2 , 0.999986 , 1.44213e-05
1451.3 , 0.999986 , 1.44421e-05
1451.4 , 0.999986 , 1.44629e-05
1451.5 , 0.999986 , 1.44838e-05
1451.6 , 0.999985 , 1.45047e-05
1451.7 , 0.999985 , 1.45258e-05
1451.8 , 0.999985 , 1.45469e-05
1451.9 , 0.999985 , 1.45681e-05
1452 , 0.999985 , 1.45894e-05
1452.1 , 0.999985 , 1.46107e-05
1452.2 , 0.999985 , 1.46321e-05
1452.3 , 0.999985 , 1.46536e-05
1452.4 , 0.999985 , 1.46752e-05
1452.5 , 0.999985 , 1.46968e-05
1452.6 , 0.999985 , 1.47186e-05
1452.7 , 0.999985 , 1.47404e-05
1452.8 , 0.999985 , 1.47622e-05
1452.9 , 0.999985 , 1.47842e-05
1453 , 0.999985 , 1.48062e-05
1453.1 , 0.999985 , 1.48283e-05
1453.2 , 0.999985 , 1.48505e-05
1453.3 , 0.999985 , 1.48728e-05
1453.4 , 0.999985 , 1.48951e-05
1453.5 , 0.999985 , 1.49176e-05
1453.6 , 0.999985 , 1.49401e-05
1453.7 , 0.999985 , 1.49626e-05
1453.8 , 0.999985 , 1.49853e-05
1453.9 , 0.999985 , 1.50081e-05
1454 , 0.999985 , 1.50309e-05
1454.1 , 0.999985 , 1.50538e-05
1454.2 , 0.999985 , 1.50768e-05
1454.3 , 0.999985 , 1.50999e-05
1454.4 , 0.999985 , 1.5123e-05
1454.5 , 0.999985 , 1.51462e-05
1454.6 , 0.999985 , 1.51696e-05
1454.7 , 0.999985 , 1.5193e-05
1454.8 , 0.999985 , 1.52165e-05
1454.9 , 0.999985 , 1.524e-05
1455 , 0.999985 , 1.52637e-05
1455.1 , 0.999985 , 1.52874e-05
1455.2 , 0.999985 , 1.53112e-05
1455.3 , 0.999985 , 1.53351e-05
1455.4 , 0.999985 , 1.53591e-05
1455.5 , 0.999985 , 1.53832e-05
1455.6 , 0.999985 , 1.54074e-05
1455.7 , 0.999985 , 1.54316e-05
1455.8 , 0.999985 , 1.5456e-05
