400 , 0.0388708 , 0.0356404 , 0.0307651 , 0.0249505 , 0.0190658
401 , 0.0386919 , 0.034979 , 0.0294703 , 0.0230954 , 0.0169682
402 , 0.0385015 , 0.0342835 , 0.0281414 , 0.0212697 , 0.0150564
403 , 0.0382998 , 0.033557 , 0.0267895 , 0.0195 , 0.0133734
404 , 0.0380872 , 0.0328023 , 0.0254257 , 0.0178114 , 0.0119559
405 , 0.0378641 , 0.0320225 , 0.024061 , 0.0162277 , 0.0108338
406 , 0.0376307 , 0.0312206 , 0.0227062 , 0.0147707 , 0.0100295
407 , 0.0373875 , 0.0303995 , 0.021372 , 0.0134601 , 0.00955732
408 , 0.0371348 , 0.0295624 , 0.0200686 , 0.0123129 , 0.00942357
409 , 0.0368729 , 0.0287123 , 0.018806 , 0.0113438 , 0.00962646
410 , 0.0366021 , 0.0278521 , 0.0175933 , 0.0105641 , 0.0101564
411 , 0.0363229 , 0.0269849 , 0.0164395 , 0.0099826 , 0.0109965
412 , 0.0360356 , 0.0261136 , 0.0153528 , 0.00960477 , 0.0121234
413 , 0.0357405 , 0.0252411 , 0.0143406 , 0.00943311 , 0.013508
414 , 0.0354379 , 0.0243704 , 0.0134098 , 0.0094671 , 0.0151162
415 , 0.0351283 , 0.0235041 , 0.0125665 , 0.00970331 , 0.0169105
416 , 0.0348119 , 0.0226452 , 0.0118159 , 0.0101355 , 0.0188505
417 , 0.0344891 , 0.0217961 , 0.0111625 , 0.010755 , 0.0208942
418 , 0.0341603 , 0.0209596 , 0.0106098 , 0.0115505 , 0.022999
419 , 0.0338257 , 0.0201381 , 0.0101607 , 0.012509 , 0.0251224
420 , 0.0334857 , 0.019334 , 0.00981709 , 0.0136153 , 0.0272234
421 , 0.0331407 , 0.0185496 , 0.00957998 , 0.0148529 , 0.0292626
422 , 0.0327909 , 0.0177871 , 0.00944967 , 0.0162041 , 0.0312034
423 , 0.0324368 , 0.0170485 , 0.00942562 , 0.0176502 , 0.0330122
424 , 0.0320785 , 0.016336 , 0.0095065 , 0.0191718 , 0.0346589
425 , 0.0317165 , 0.0156512 , 0.00969025 , 0.0207495 , 0.0361172
426 , 0.0313511 , 0.0149959 , 0.00997411 , 0.0223634 , 0.0373651
427 , 0.0309825 , 0.0143718 , 0.0103547 , 0.0239943 , 0.0383848
428 , 0.0306111 , 0.0137802 , 0.0108279 , 0.025623 , 0.0391626
429 , 0.0302372 , 0.0132226 , 0.0113893 , 0.0272313 , 0.0396895
430 , 0.029861 , 0.0127002 , 0.0120337 , 0.0288014 , 0.0399605
431 , 0.029483 , 0.012214 , 0.0127556 , 0.0303171 , 0.0399748
432 , 0.0291032 , 0.011765 , 0.0135492 , 0.0317627 , 0.0397359
433 , 0.0287222 , 0.0113539 , 0.0144082 , 0.0331241 , 0.0392508
434 , 0.02834 , 0.0109816 , 0.0153262 , 0.0343886 , 0.0385304
435 , 0.0279571 , 0.0106485 , 0.0162964 , 0.0355446 , 0.0375889
436 , 0.0275736 , 0.010355 , 0.0173121 , 0.0365821 , 0.0364437
437 , 0.0271899 , 0.0101016 , 0.0183664 , 0.0374926 , 0.0351149
438 , 0.0268062 , 0.00988828 , 0.0194521 , 0.0382691 , 0.033625
